x,y,vx,vy,Paddle.y
1165,255,-15,15,307
1150,270,-15,15,307
1135,285,-15,15,307
1120,300,-15,15,307
1105,315,-15,15,307
1090,330,-15,15,307
1075,345,-15,15,307
1060,360,-15,15,307
1045,375,-15,15,307
1030,390,-15,15,307
1015,405,-15,15,307
1000,420,-15,15,307
985,435,-15,15,310
970,450,-15,15,313
955,465,-15,15,318
940,480,-15,15,321
925,495,-15,15,325
910,510,-15,15,331
895,525,-15,15,336
880,540,-15,15,338
865,555,-15,15,342
865,555,-15,-15,346
850,540,-15,-15,351
835,525,-15,-15,357
820,510,-15,-15,359
805,495,-15,-15,364
790,480,-15,-15,369
775,465,-15,-15,377
760,450,-15,-15,384
745,435,-15,-15,392
730,420,-15,-15,397
715,405,-15,-15,400
700,390,-15,-15,402
685,375,-15,-15,402
670,360,-15,-15,402
655,345,-15,-15,402
640,330,-15,-15,402
625,315,-15,-15,402
610,300,-15,-15,402
595,285,-15,-15,402
580,270,-15,-15,402
565,255,-15,-15,402
550,240,-15,-15,402
535,225,-15,-15,402
520,210,-15,-15,402
505,195,-15,-15,402
490,180,-15,-15,402
475,165,-15,-15,402
460,150,-15,-15,402
445,135,-15,-15,402
430,120,-15,-15,402
415,105,-15,-15,402
400,90,-15,-15,402
385,75,-15,-15,402
370,60,-15,-15,402
355,45,-15,-15,402
355,45,-15,15,402
340,60,-15,15,402
325,75,-15,15,402
310,90,-15,15,402
295,105,-15,15,402
280,120,-15,15,402
265,135,-15,15,402
250,150,-15,15,402
235,165,-15,15,402
220,180,-15,15,402
205,195,-15,15,402
190,210,-15,15,402
175,225,-15,15,402
160,240,-15,15,402
145,255,-15,15,402
130,270,-15,15,402
115,285,-15,15,402
100,300,-15,15,402
85,315,-15,15,402
70,330,-15,15,402
55,345,-15,15,402
40,360,-15,15,402
40,360,15,15,402
55,375,15,15,402
70,390,15,15,402
85,405,15,15,402
100,420,15,15,402
115,435,15,15,402
130,450,15,15,403
145,465,15,15,404
160,480,15,15,406
175,495,15,15,407
190,510,15,15,408
205,525,15,15,410
220,540,15,15,411
235,555,15,15,412
235,555,15,-15,413
250,540,15,-15,414
265,525,15,-15,414
280,510,15,-15,414
295,495,15,-15,414
310,480,15,-15,415
325,465,15,-15,415
340,450,15,-15,417
355,435,15,-15,419
370,420,15,-15,420
385,405,15,-15,421
400,390,15,-15,421
415,375,15,-15,421
430,360,15,-15,421
445,345,15,-15,421
460,330,15,-15,421
475,315,15,-15,421
490,300,15,-15,421
505,285,15,-15,421
520,270,15,-15,421
535,255,15,-15,421
550,240,15,-15,421
565,225,15,-15,420
580,210,15,-15,417
595,195,15,-15,407
610,180,15,-15,402
625,165,15,-15,393
640,150,15,-15,387
655,135,15,-15,382
670,120,15,-15,381
685,105,15,-15,381
700,90,15,-15,381
715,75,15,-15,381
730,60,15,-15,381
745,45,15,-15,382
745,45,15,15,384
760,60,15,15,385
775,75,15,15,385
790,90,15,15,385
805,105,15,15,385
820,120,15,15,386
835,135,15,15,389
850,150,15,15,396
865,165,15,15,401
880,180,15,15,406
895,195,15,15,411
910,210,15,15,416
925,225,15,15,419
940,240,15,15,420
955,255,15,15,423
970,270,15,15,426
985,285,15,15,429
1000,300,15,15,431
1015,315,15,15,433
1030,330,15,15,438
1045,345,15,15,449
1060,360,15,15,456
1075,375,15,15,461
1090,390,15,15,465
1105,405,15,15,471
1120,420,15,15,477
1135,435,15,15,482
1150,450,15,15,484
1150,450,-15,15,487
1135,465,-15,15,489
1120,480,-15,15,491
1105,495,-15,15,491
1090,510,-15,15,491
1075,525,-15,15,491
1060,540,-15,15,491
1045,555,-15,15,491
1045,555,-15,-15,491
1030,540,-15,-15,491
1015,525,-15,-15,491
1000,510,-15,-15,491
985,495,-15,-15,490
970,480,-15,-15,488
955,465,-15,-15,482
940,450,-15,-15,477
925,435,-15,-15,474
910,420,-15,-15,466
895,405,-15,-15,460
880,390,-15,-15,453
865,375,-15,-15,447
850,360,-15,-15,440
835,345,-15,-15,433
820,330,-15,-15,424
805,315,-15,-15,414
790,300,-15,-15,406
775,285,-15,-15,398
760,270,-15,-15,391
745,255,-15,-15,383
730,240,-15,-15,378
715,225,-15,-15,375
700,210,-15,-15,371
685,195,-15,-15,364
670,180,-15,-15,361
655,165,-15,-15,359
640,150,-15,-15,357
625,135,-15,-15,356
610,120,-15,-15,354
595,105,-15,-15,353
580,90,-15,-15,349
565,75,-15,-15,342
550,60,-15,-15,338
535,45,-15,-15,335
535,45,-15,15,333
520,60,-15,15,331
505,75,-15,15,331
490,90,-15,15,331
475,105,-15,15,331
460,120,-15,15,331
445,135,-15,15,331
430,150,-15,15,331
415,165,-15,15,331
400,180,-15,15,331
385,195,-15,15,331
370,210,-15,15,331
355,225,-15,15,331
340,240,-15,15,331
325,255,-15,15,334
310,270,-15,15,339
295,285,-15,15,343
280,300,-15,15,350
265,315,-15,15,353
250,330,-15,15,359
235,345,-15,15,367
220,360,-15,15,375
205,375,-15,15,380
190,390,-15,15,384
175,405,-15,15,388
160,420,-15,15,394
145,435,-15,15,397
130,450,-15,15,400
115,465,-15,15,404
100,480,-15,15,407
85,495,-15,15,410
70,510,-15,15,413
55,525,-15,15,417
40,540,-15,15,421
40,540,15,15,424
55,555,15,15,427
55,555,15,-15,428
70,540,15,-15,428
85,525,15,-15,429
100,510,15,-15,429
115,495,15,-15,429
130,480,15,-15,429
145,465,15,-15,429
160,450,15,-15,429
175,435,15,-15,429
190,420,15,-15,429
205,405,15,-15,429
220,390,15,-15,429
235,375,15,-15,429
250,360,15,-15,429
265,345,15,-15,429
280,330,15,-15,429
295,315,15,-15,429
310,300,15,-15,429
325,285,15,-15,429
340,270,15,-15,429
355,255,15,-15,429
370,240,15,-15,429
385,225,15,-15,429
400,210,15,-15,429
415,195,15,-15,429
430,180,15,-15,429
445,165,15,-15,429
460,150,15,-15,429
475,135,15,-15,429
490,120,15,-15,429
505,105,15,-15,429
520,90,15,-15,428
535,75,15,-15,425
550,60,15,-15,424
565,45,15,-15,423
565,45,15,15,423
580,60,15,15,423
595,75,15,15,423
610,90,15,15,424
625,105,15,15,425
640,120,15,15,427
655,135,15,15,429
670,150,15,15,430
685,165,15,15,433
700,180,15,15,437
715,195,15,15,438
730,210,15,15,443
745,225,15,15,446
760,240,15,15,447
775,255,15,15,451
790,270,15,15,454
805,285,15,15,456
820,300,15,15,459
835,315,15,15,463
850,330,15,15,465
865,345,15,15,468
880,360,15,15,471
895,375,15,15,474
910,390,15,15,477
925,405,15,15,479
940,420,15,15,483
955,435,15,15,485
970,450,15,15,487
985,465,15,15,487
1000,480,15,15,489
1015,495,15,15,490
1030,510,15,15,490
1045,525,15,15,489
1060,540,15,15,487
1075,555,15,15,486
1075,555,15,-15,485
1090,540,15,-15,485
1105,525,15,-15,485
1120,510,15,-15,485
1135,495,15,-15,484
1150,480,15,-15,478
1150,480,-15,-15,476
1135,465,-15,-15,475
1120,450,-15,-15,475
1105,435,-15,-15,473
1090,420,-15,-15,470
1075,405,-15,-15,467
1060,390,-15,-15,461
1045,375,-15,-15,455
1030,360,-15,-15,448
1015,345,-15,-15,438
1000,330,-15,-15,430
985,315,-15,-15,422
970,300,-15,-15,414
955,285,-15,-15,399
940,270,-15,-15,394
925,255,-15,-15,386
910,240,-15,-15,380
895,225,-15,-15,372
880,210,-15,-15,362
865,195,-15,-15,358
850,180,-15,-15,356
835,165,-15,-15,350
820,150,-15,-15,344
805,135,-15,-15,340
790,120,-15,-15,338
775,105,-15,-15,336
760,90,-15,-15,333
745,75,-15,-15,329
730,60,-15,-15,328
715,45,-15,-15,326
715,45,-15,15,324
700,60,-15,15,322
685,75,-15,15,320
670,90,-15,15,319
655,105,-15,15,317
640,120,-15,15,315
625,135,-15,15,314
610,150,-15,15,313
595,165,-15,15,311
580,180,-15,15,311
565,195,-15,15,311
550,210,-15,15,311
535,225,-15,15,311
520,240,-15,15,311
505,255,-15,15,315
490,270,-15,15,322
475,285,-15,15,326
460,300,-15,15,332
445,315,-15,15,341
430,330,-15,15,348
415,345,-15,15,355
400,360,-15,15,358
385,375,-15,15,360
370,390,-15,15,362
355,405,-15,15,363
340,420,-15,15,365
325,435,-15,15,366
310,450,-15,15,366
295,465,-15,15,366
280,480,-15,15,366
265,495,-15,15,366
250,510,-15,15,366
235,525,-15,15,366
220,540,-15,15,366
205,555,-15,15,366
205,555,-15,-15,366
190,540,-15,-15,366
175,525,-15,-15,366
160,510,-15,-15,366
145,495,-15,-15,366
130,480,-15,-15,366
115,465,-15,-15,366
100,450,-15,-15,366
85,435,-15,-15,366
70,420,-15,-15,366
55,405,-15,-15,366
40,390,-15,-15,366
40,390,15,-15,366
